TicTocDaemon ---------------- timeRequested: 886702847-------------------.
TicTocDaemon - received t1: 903092840.
TicTocDaemon - received t1: 904122840.
TicTocDaemon - received t1: 905142840.
TicTocDaemon - received t1: 906162840.
TicTocDaemon ---------------- timeRequested: 1076871157-------------------.
TicTocDaemon - received t1: 907192959.
TicTocDaemon - received t1: 908212840.
TicTocDaemon - received t1: 909242840.
TicTocDaemon - received t1: 910262840.
TicTocDaemon - received t1: 911282840.
TicTocDaemon - received t1: 912312840.
TicTocDaemon - received t1: 913332840.
TicTocDaemon - received t1: 914362840.
TicTocDaemon - received t1: 915382840.
TicTocDaemon - received t1: 916402840.
TicTocDaemon ---------------- timeRequested: 1086880025-------------------.
TicTocDaemon - received t1: 917432959.
TicTocDaemon - received t1: 918452840.
TicTocDaemon - received t1: 919482840.
TicTocDaemon - received t1: 920502840.
TicTocDaemon - received t1: 921532840.
TicTocDaemon - received t1: 922552840.
TicTocDaemon - received t1: 923572840.
TicTocDaemon - received t1: 924602840.
TicTocDaemon - received t1: 925622840.
TicTocDaemon - received t1: 926652840.
TicTocDaemon ---------------- timeRequested: 1096888885-------------------.
TicTocDaemon - received t1: 927672963.
TicTocDaemon - received t1: 928692840.
TicTocDaemon - received t1: 929722840.
TicTocDaemon - received t1: 930742840.
TicTocDaemon - received t1: 931762840.
TicTocDaemon - received t1: 932792840.
TicTocDaemon - received t1: 933812840.
TicTocDaemon - received t1: 934842840.
TicTocDaemon - received t1: 935862840.
TicTocDaemon ---------------- timeRequested: 1106897748-------------------.
TicTocDaemon - received t1: 936882959.
TicTocDaemon - received t1: 937912840.
TicTocDaemon - received t1: 938932840.
TicTocDaemon - received t1: 939962840.
TicTocDaemon - received t1: 940982840.
TicTocDaemon - received t1: 942002840.
TicTocDaemon - received t1: 943032840.
TicTocDaemon - received t1: 944052840.
TicTocDaemon - received t1: 945082840.
TicTocDaemon - received t1: 946102840.
TicTocDaemon ---------------- timeRequested: 1116906605-------------------.
TicTocDaemon - received t1: 947122959.
TicTocDaemon - received t1: 948152840.
TicTocDaemon - received t1: 949172840.
TicTocDaemon - received t1: 950202840.
TicTocDaemon - received t1: 951222840.
TicTocDaemon - received t1: 952242840.
TicTocDaemon - received t1: 953272840.
TicTocDaemon - received t1: 954292840.
TicTocDaemon - received t1: 955322840.
TicTocDaemon - received t1: 956342840.
TicTocDaemon ---------------- timeRequested: 1126915458-------------------.
TicTocDaemon - received t1: 957372963.
TicTocDaemon - received t1: 958392840.
TicTocDaemon - received t1: 959412840.
TicTocDaemon - received t1: 960442840.
TicTocDaemon - received t1: 961462840.
TicTocDaemon - received t1: 962492840.
TicTocDaemon - received t1: 963512840.
TicTocDaemon - received t1: 964532840.
TicTocDaemon - received t1: 965562840.
TicTocDaemon - received t1: 966582840.
TicTocDaemon ---------------- timeRequested: 1136924310-------------------.
TicTocDaemon - received t1: 967613010.
TicTocDaemon - received t1: 968632840.
TicTocDaemon - received t1: 969652832.
TicTocDaemon - received t1: 970682840.
TicTocDaemon - received t1: 971702832.
TicTocDaemon - received t1: 972732840.
TicTocDaemon - received t1: 973752832.
TicTocDaemon - received t1: 974772840.
TicTocDaemon - received t1: 975802832.
TicTocDaemon - received t1: 976822840.
TicTocDaemon ---------------- timeRequested: 1146933170-------------------.
TicTocDaemon - received t1: 977852951.
TicTocDaemon - received t1: 978882840.
TicTocDaemon - received t1: 979892832.
TicTocDaemon - received t1: 980922840.
TicTocDaemon - received t1: 981942832.
TicTocDaemon - received t1: 982972840.
TicTocDaemon - received t1: 983992832.
TicTocDaemon - received t1: 985012840.
TicTocDaemon - received t1: 986042832.
TicTocDaemon ---------------- timeRequested: 1156942025-------------------.
TicTocDaemon - received t1: 987062971.
TicTocDaemon - received t1: 988082840.
TicTocDaemon - received t1: 989112832.
TicTocDaemon - received t1: 990142840.
TicTocDaemon - received t1: 991162832.
TicTocDaemon - received t1: 992182840.
TicTocDaemon - received t1: 993212832.
TicTocDaemon - received t1: 994232840.
TicTocDaemon - received t1: 995252832.
TicTocDaemon - received t1: 996282840.
TicTocDaemon ---------------- timeRequested: 1166950889-------------------.
TicTocDaemon - received t1: 997302951.
TicTocDaemon - received t1: 998332840.
TicTocDaemon - received t1: 999352832.
TicTocDaemon - received t1: 1000372840.
TicTocDaemon - received t1: 1001402832.
TicTocDaemon - received t1: 1002422840.
TicTocDaemon - received t1: 1003452832.
TicTocDaemon - received t1: 1004482840.
TicTocDaemon - received t1: 1005492832.
TicTocDaemon - received t1: 1006522840.
TicTocDaemon ---------------- timeRequested: 1176959746-------------------.
TicTocDaemon - received t1: 1007542956.
TicTocDaemon - received t1: 1008572840.
TicTocDaemon - received t1: 1009592832.
TicTocDaemon - received t1: 1010612840.
TicTocDaemon - received t1: 1011642832.
TicTocDaemon - received t1: 1012672840.
TicTocDaemon - received t1: 1013682832.
TicTocDaemon - received t1: 1014712840.
TicTocDaemon - received t1: 1015732832.
TicTocDaemon - received t1: 1016762840.
TicTocDaemon ---------------- timeRequested: 1186968603-------------------.
TicTocDaemon - received t1: 1017782956.
TicTocDaemon - received t1: 1018812840.
TicTocDaemon - received t1: 1019832832.
TicTocDaemon - received t1: 1020852840.
TicTocDaemon - received t1: 1021882832.
TicTocDaemon - received t1: 1022902840.
TicTocDaemon - received t1: 1023932832.
TicTocDaemon - received t1: 1024952840.
TicTocDaemon - received t1: 1025972832.
TicTocDaemon ---------------- timeRequested: 1196977459-------------------.
TicTocDaemon - received t1: 1027002968.
TicTocDaemon - received t1: 1028022840.
TicTocDaemon - received t1: 1029052832.
TicTocDaemon - received t1: 1030072840.
TicTocDaemon - received t1: 1031082832.
TicTocDaemon - received t1: 1032122840.
TicTocDaemon - received t1: 1033152840.
TicTocDaemon - received t1: 1034172840.
TicTocDaemon - received t1: 1035192840.
TicTocDaemon - received t1: 1036212840.
TicTocDaemon ---------------- timeRequested: 1206986318-------------------.
TicTocDaemon - received t1: 1037243020.
TicTocDaemon - received t1: 1038262840.
TicTocDaemon - received t1: 1039292840.
TicTocDaemon - received t1: 1040312840.
TicTocDaemon - received t1: 1041342840.
TicTocDaemon - received t1: 1042362840.
TicTocDaemon - received t1: 1043382840.
TicTocDaemon - received t1: 1044412840.
TicTocDaemon - received t1: 1045432840.
TicTocDaemon - received t1: 1046452840.
TicTocDaemon ---------------- timeRequested: 1216995182-------------------.
TicTocDaemon - received t1: 1047482964.
TicTocDaemon - received t1: 1048502840.
TicTocDaemon - received t1: 1049532840.
TicTocDaemon - received t1: 1050552840.
TicTocDaemon - received t1: 1051582840.
TicTocDaemon - received t1: 1052602840.
TicTocDaemon - received t1: 1053622840.
TicTocDaemon - received t1: 1054652840.
TicTocDaemon - received t1: 1055672840.
TicTocDaemon - received t1: 1056692840.
TicTocDaemon ---------------- timeRequested: 1227004040-------------------.
TicTocDaemon - received t1: 1057722960.
TicTocDaemon - received t1: 1058742840.
TicTocDaemon - received t1: 1059772840.
TicTocDaemon - received t1: 1060792840.
TicTocDaemon - received t1: 1061812840.
TicTocDaemon - received t1: 1062842840.
TicTocDaemon - received t1: 1063862840.
TicTocDaemon - received t1: 1064892840.
TicTocDaemon - received t1: 1065912840.
TicTocDaemon - received t1: 1066932840.
TicTocDaemon ---------------- timeRequested: 1237012899-------------------.
TicTocDaemon - received t1: 1067962960.
TicTocDaemon - received t1: 1068982840.
TicTocDaemon - received t1: 1070012840.
TicTocDaemon - received t1: 1071032840.
TicTocDaemon - received t1: 1072052840.
TicTocDaemon - received t1: 1073082840.
TicTocDaemon - received t1: 1074102840.
TicTocDaemon - received t1: 1075132840.
TicTocDaemon - received t1: 1076152840.
TicTocDaemon ---------------- timeRequested: 1247021762-------------------.
TicTocDaemon - received t1: 1077172964.
TicTocDaemon - received t1: 1078202840.
TicTocDaemon - received t1: 1079222840.
TicTocDaemon - received t1: 1080352840.
TicTocDaemon - received t1: 1081372840.
TicTocDaemon - received t1: 1082402840.
TicTocDaemon - received t1: 1083422840.
TicTocDaemon - received t1: 1084442840.
TicTocDaemon - received t1: 1085472840.
TicTocDaemon - received t1: 1086492840.
TicTocDaemon ---------------- timeRequested: 1257030632-------------------.
TicTocDaemon - received t1: 1087522960.
TicTocDaemon - received t1: 1088542840.
TicTocDaemon - received t1: 1089572840.
TicTocDaemon - received t1: 1090592840.
TicTocDaemon - received t1: 1091612840.
TicTocDaemon - received t1: 1092642840.
TicTocDaemon - received t1: 1093862840.
TicTocDaemon - received t1: 1094892840.
TicTocDaemon - received t1: 1095912840.
TicTocDaemon - received t1: 1096942840.
TicTocDaemon ---------------- timeRequested: 1267039500-------------------.
TicTocDaemon - received t1: 1097962960.
TicTocDaemon - received t1: 1098992840.
TicTocDaemon - received t1: 1100012840.
TicTocDaemon - received t1: 1101032840.
TicTocDaemon - received t1: 1102062840.
TicTocDaemon - received t1: 1103082840.
TicTocDaemon - received t1: 1104112840.
TicTocDaemon - received t1: 1105132840.
TicTocDaemon - received t1: 1106152840.
TicTocDaemon ---------------- timeRequested: 1277048360-------------------.
TicTocDaemon - received t1: 1107182964.
TicTocDaemon - received t1: 1108232840.
TicTocDaemon - received t1: 1109432840.
TicTocDaemon - received t1: 1110452840.
TicTocDaemon - received t1: 1111482840.
TicTocDaemon - received t1: 1112502840.
TicTocDaemon - received t1: 1113532840.
TicTocDaemon - received t1: 1114552840.
TicTocDaemon - received t1: 1115572840.
TicTocDaemon - received t1: 1116602840.
TicTocDaemon ---------------- timeRequested: 1287057226-------------------.
TicTocDaemon - received t1: 1117622960.
TicTocDaemon - received t1: 1118652840.
TicTocDaemon - received t1: 1119672840.
TicTocDaemon - received t1: 1120722840.
TicTocDaemon - received t1: 1121922840.
TicTocDaemon - received t1: 1122952840.
TicTocDaemon - received t1: 1123972840.
TicTocDaemon - received t1: 1124992840.
TicTocDaemon - received t1: 1126022840.
TicTocDaemon ---------------- timeRequested: 1297066091-------------------.
TicTocDaemon - received t1: 1127042840.
TicTocDaemon - received t1: 1128072960.
TicTocDaemon - received t1: 1129092840.
TicTocDaemon - received t1: 1130112840.
TicTocDaemon - received t1: 1131142840.
TicTocDaemon - received t1: 1132162840.
TicTocDaemon - received t1: 1133192840.
TicTocDaemon - received t1: 1134212840.
TicTocDaemon - received t1: 1135232840.
TicTocDaemon - received t1: 1136262840.
TicTocDaemon ---------------- timeRequested: 1307074951-------------------.
TicTocDaemon - received t1: 1137282964.
TicTocDaemon - received t1: 1138312840.
TicTocDaemon - received t1: 1139332840.
TicTocDaemon - received t1: 1140362840.
TicTocDaemon - received t1: 1141392840.
TicTocDaemon - received t1: 1142612840.
TicTocDaemon - received t1: 1143652840.
TicTocDaemon - received t1: 1144862840.
TicTocDaemon - received t1: 1145882840.
TicTocDaemon - received t1: 1146912840.
TicTocDaemon ---------------- timeRequested: 1317083814-------------------.
TicTocDaemon - received t1: 1147932960.
TicTocDaemon - received t1: 1149062840.
TicTocDaemon - received t1: 1150082840.
TicTocDaemon - received t1: 1151092840.
TicTocDaemon - received t1: 1152132840.
TicTocDaemon - received t1: 1153162840.
TicTocDaemon - received t1: 1154182840.
TicTocDaemon - received t1: 1155212840.
TicTocDaemon - received t1: 1156232840.
TicTocDaemon ---------------- timeRequested: 1327092677-------------------.
TicTocDaemon - received t1: 1157452960.
TicTocDaemon - received t1: 1158482840.
TicTocDaemon - received t1: 1159532840.
TicTocDaemon - received t1: 1160732840.
TicTocDaemon - received t1: 1161762840.
TicTocDaemon - received t1: 1162792840.
TicTocDaemon - received t1: 1163812840.
TicTocDaemon - received t1: 1164832840.
TicTocDaemon - received t1: 1165852840.
TicTocDaemon - received t1: 1166882840.
TicTocDaemon ---------------- timeRequested: 1337101538-------------------.
TicTocDaemon - received t1: 1167902964.
TicTocDaemon - received t1: 1168932840.
TicTocDaemon - received t1: 1169962840.
TicTocDaemon - received t1: 1170972840.
TicTocDaemon - received t1: 1172002840.
TicTocDaemon - received t1: 1173022840.
TicTocDaemon - received t1: 1174052840.
TicTocDaemon - received t1: 1175072840.
TicTocDaemon - received t1: 1176102840.
TicTocDaemon ---------------- timeRequested: 1347110402-------------------.
TicTocDaemon - received t1: 1177122960.
TicTocDaemon - received t1: 1178142840.
TicTocDaemon - received t1: 1179172840.
TicTocDaemon - received t1: 1180192840.
TicTocDaemon - received t1: 1181212840.
TicTocDaemon - received t1: 1182242840.
TicTocDaemon - received t1: 1183262840.
TicTocDaemon - received t1: 1184302840.
TicTocDaemon - received t1: 1185512840.
TicTocDaemon - received t1: 1186542840.
TicTocDaemon ---------------- timeRequested: 1357119278-------------------.
TicTocDaemon - received t1: 1187562976.
TicTocDaemon - received t1: 1188592840.
TicTocDaemon - received t1: 1189622840.
TicTocDaemon - received t1: 1190642840.
TicTocDaemon - received t1: 1191682840.
TicTocDaemon - received t1: 1192892840.
TicTocDaemon - received t1: 1193932863.
TicTocDaemon - received t1: 1195142840.
TicTocDaemon - received t1: 1196372840.
TicTocDaemon ---------------- timeRequested: 1367128172-------------------.
TicTocDaemon - received t1: 1197392992.
TicTocDaemon - received t1: 1198422840.
TicTocDaemon - received t1: 1199442836.
TicTocDaemon - received t1: 1200672840.
TicTocDaemon - received t1: 1201722836.
TicTocDaemon - received t1: 1202922840.
TicTocDaemon - received t1: 1203952836.
TicTocDaemon - received t1: 1205002840.
TicTocDaemon - received t1: 1206202836.
TicTocDaemon ---------------- timeRequested: 1377137062-------------------.
TicTocDaemon - received t1: 1207222972.
TicTocDaemon - received t1: 1208282840.
TicTocDaemon - received t1: 1209472836.
TicTocDaemon - received t1: 1210502840.
TicTocDaemon - received t1: 1211522836.
TicTocDaemon - received t1: 1212552840.
TicTocDaemon - received t1: 1213572836.
TicTocDaemon - received t1: 1214602840.
TicTocDaemon - received t1: 1215642836.
TicTocDaemon - received t1: 1216852840.
TicTocDaemon ---------------- timeRequested: 1387145948-------------------.
TicTocDaemon - received t1: 1217872960.
TicTocDaemon - received t1: 1218902840.
TicTocDaemon - received t1: 1219932836.
TicTocDaemon - received t1: 1220942840.
TicTocDaemon - received t1: 1222002836.
TicTocDaemon - received t1: 1223192840.
TicTocDaemon - received t1: 1224222836.
TicTocDaemon - received t1: 1225252840.
TicTocDaemon - received t1: 1226272840.
TicTocDaemon ---------------- timeRequested: 1397154835-------------------.
TicTocDaemon - received t1: 1227292992.
TicTocDaemon - received t1: 1228422840.
TicTocDaemon - received t1: 1229452836.
TicTocDaemon - received t1: 1230502840.
TicTocDaemon - received t1: 1231692836.
TicTocDaemon - received t1: 1232722840.
TicTocDaemon - received t1: 1233752836.
TicTocDaemon - received t1: 1234772840.
TicTocDaemon - received t1: 1235792836.
TicTocDaemon - received t1: 1236842840.
TicTocDaemon ---------------- timeRequested: 1407163707-------------------.
TicTocDaemon - received t1: 1238052984.
TicTocDaemon - received t1: 1239072840.
TicTocDaemon - received t1: 1240092840.
TicTocDaemon - received t1: 1241122840.
TicTocDaemon - received t1: 1242152840.
TicTocDaemon - received t1: 1243272840.
TicTocDaemon - received t1: 1244332840.
TicTocDaemon - received t1: 1245522840.
TicTocDaemon - received t1: 1246542840.
TicTocDaemon ---------------- timeRequested: 1417172583-------------------.
TicTocDaemon - received t1: 1247572992.
TicTocDaemon - received t1: 1248802840.
TicTocDaemon - received t1: 1249832840.
TicTocDaemon - received t1: 1250842840.
TicTocDaemon - received t1: 1251872840.
TicTocDaemon - received t1: 1252992840.
TicTocDaemon - received t1: 1254122840.
TicTocDaemon - received t1: 1255152840.
TicTocDaemon - received t1: 1256172840.
TicTocDaemon ---------------- timeRequested: 1427181461-------------------.
TicTocDaemon - received t1: 1257202992.
TicTocDaemon - received t1: 1258222840.
TicTocDaemon - received t1: 1259242836.
TicTocDaemon - received t1: 1260372840.
TicTocDaemon - received t1: 1261402836.
TicTocDaemon - received t1: 1262422840.
TicTocDaemon - received t1: 1263442836.
TicTocDaemon - received t1: 1264462840.
TicTocDaemon - received t1: 1265592836.
TicTocDaemon - received t1: 1266612840.
TicTocDaemon ---------------- timeRequested: 1437190340-------------------.
TicTocDaemon - received t1: 1267742952.
TicTocDaemon - received t1: 1268872840.
TicTocDaemon - received t1: 1269892836.
TicTocDaemon - received t1: 1270922840.
TicTocDaemon - received t1: 1271942836.
TicTocDaemon - received t1: 1272972840.
TicTocDaemon - received t1: 1273992836.
TicTocDaemon - received t1: 1275012840.
TicTocDaemon - received t1: 1276042836.
TicTocDaemon ---------------- timeRequested: 1447199220-------------------.
TicTocDaemon - received t1: 1277082857.
TicTocDaemon - received t1: 1278292992.
TicTocDaemon - received t1: 1279352840.
TicTocDaemon - received t1: 1280542836.
TicTocDaemon - received t1: 1281572840.
TicTocDaemon - received t1: 1282722836.
TicTocDaemon - received t1: 1283922840.
TicTocDaemon - received t1: 1285052836.
TicTocDaemon - received t1: 1286072840.
TicTocDaemon - received t1: 1287102836.
TicTocDaemon ---------------- timeRequested: 1457208103-------------------.
TicTocDaemon - received t1: 1288122964.
TicTocDaemon - received t1: 1289142840.
TicTocDaemon - received t1: 1290182860.
TicTocDaemon - received t1: 1291192840.
TicTocDaemon - received t1: 1292222840.
TicTocDaemon - received t1: 1293342840.
TicTocDaemon - received t1: 1294372840.
TicTocDaemon - received t1: 1295392840.
TicTocDaemon - received t1: 1296422840.
TicTocDaemon ---------------- timeRequested: 1467216983-------------------.
TicTocDaemon - received t1: 1297452960.
TicTocDaemon - received t1: 1298772840.
TicTocDaemon - received t1: 1299792840.
TicTocDaemon - received t1: 1300922840.
TicTocDaemon - received t1: 1301952840.
TicTocDaemon - received t1: 1302982840.
TicTocDaemon - received t1: 1304002840.
TicTocDaemon - received t1: 1305022840.
TicTocDaemon - received t1: 1306042840.
TicTocDaemon - received t1: 1307072840.
TicTocDaemon ---------------- timeRequested: 1477225866-------------------.
TicTocDaemon - received t1: 1308112968.
TicTocDaemon - received t1: 1309322840.
TicTocDaemon - received t1: 1310372840.
TicTocDaemon - received t1: 1311592840.
TicTocDaemon - received t1: 1312802840.
TicTocDaemon - received t1: 1313822840.
TicTocDaemon - received t1: 1314952840.
TicTocDaemon - received t1: 1315982840.
TicTocDaemon - received t1: 1317002840.
TicTocDaemon ---------------- timeRequested: 1487234750-------------------.
TicTocDaemon - received t1: 1318032964.
TicTocDaemon - received t1: 1319052840.
TicTocDaemon - received t1: 1320072840.
TicTocDaemon - received t1: 1321292840.
TicTocDaemon - received t1: 1322322840.
TicTocDaemon - received t1: 1323352840.
TicTocDaemon - received t1: 1324372840.
TicTocDaemon - received t1: 1325412840.
TicTocDaemon - received t1: 1326622840.
TicTocDaemon ---------------- timeRequested: 1497243627-------------------.
TicTocDaemon - received t1: 1327652960.
TicTocDaemon - received t1: 1328672840.
TicTocDaemon - received t1: 1329702840.
TicTocDaemon - received t1: 1330752840.
TicTocDaemon - received t1: 1331952840.
TicTocDaemon - received t1: 1332972840.
TicTocDaemon - received t1: 1334002840.
TicTocDaemon - received t1: 1335022840.
TicTocDaemon - received t1: 1336062840.
TicTocDaemon ---------------- timeRequested: 1507252505-------------------.
TicTocDaemon - received t1: 1337272960.
TicTocDaemon - received t1: 1338302840.
TicTocDaemon - received t1: 1339322840.
TicTocDaemon - received t1: 1340362840.
TicTocDaemon - received t1: 1341572840.
TicTocDaemon - received t1: 1342682840.
TicTocDaemon - received t1: 1343722840.
TicTocDaemon - received t1: 1344762863.
TicTocDaemon - received t1: 1345772840.
TicTocDaemon - received t1: 1346802840.
TicTocDaemon ---------------- timeRequested: 1517261382-------------------.
TicTocDaemon - received t1: 1347822964.
TicTocDaemon - received t1: 1348942840.
TicTocDaemon - received t1: 1349972840.
TicTocDaemon - received t1: 1350992840.
TicTocDaemon - received t1: 1352022840.
TicTocDaemon - received t1: 1353042840.
TicTocDaemon - received t1: 1354172840.
TicTocDaemon - received t1: 1355192840.
TicTocDaemon - received t1: 1356222840.
TicTocDaemon ---------------- timeRequested: 1527270262-------------------.
