TicTocDaemon ---------------- timeRequested: 799335623-------------------.
TicTocDaemon - received t1: 768202971.
TicTocDaemon - received t1: 769222829.
TicTocDaemon - received t1: 770242833.
TicTocDaemon - received t1: 771272829.
TicTocDaemon - received t1: 772292833.
TicTocDaemon - received t1: 773312829.
TicTocDaemon - received t1: 774342833.
TicTocDaemon - received t1: 775362829.
TicTocDaemon - received t1: 776392833.
TicTocDaemon - received t1: 777412829.
TicTocDaemon ---------------- timeRequested: 879404696-------------------.
TicTocDaemon - received t1: 778442967.
TicTocDaemon - received t1: 779462829.
TicTocDaemon - received t1: 780482833.
TicTocDaemon - received t1: 781512829.
TicTocDaemon - received t1: 782532833.
TicTocDaemon - received t1: 783562829.
TicTocDaemon - received t1: 784582833.
TicTocDaemon - received t1: 785602829.
TicTocDaemon - received t1: 786632833.
TicTocDaemon - received t1: 787652829.
TicTocDaemon ---------------- timeRequested: 889413331-------------------.
TicTocDaemon - received t1: 788682967.
TicTocDaemon - received t1: 789702829.
TicTocDaemon - received t1: 790722833.
TicTocDaemon - received t1: 791752829.
TicTocDaemon - received t1: 792772833.
TicTocDaemon - received t1: 793802829.
TicTocDaemon - received t1: 794822833.
TicTocDaemon - received t1: 795842829.
TicTocDaemon - received t1: 796872833.
TicTocDaemon - received t1: 797892829.
TicTocDaemon ---------------- timeRequested: 899421964-------------------.
TicTocDaemon - received t1: 798913003.
TicTocDaemon - received t1: 799942829.
TicTocDaemon - received t1: 800962833.
TicTocDaemon - received t1: 801992829.
TicTocDaemon - received t1: 803022833.
TicTocDaemon - received t1: 804032829.
TicTocDaemon - received t1: 805062833.
TicTocDaemon - received t1: 806082829.
TicTocDaemon - received t1: 807112833.
TicTocDaemon - received t1: 808132829.
TicTocDaemon ---------------- timeRequested: 909430595-------------------.
TicTocDaemon - received t1: 809152967.
TicTocDaemon - received t1: 810182829.
TicTocDaemon - received t1: 811202833.
TicTocDaemon - received t1: 812232829.
TicTocDaemon - received t1: 813252833.
TicTocDaemon - received t1: 814382829.
TicTocDaemon - received t1: 815402833.
TicTocDaemon - received t1: 816432829.
TicTocDaemon - received t1: 817462833.
TicTocDaemon ---------------- timeRequested: 919439226-------------------.
TicTocDaemon - received t1: 818472967.
TicTocDaemon - received t1: 819512833.
TicTocDaemon - received t1: 820522829.
TicTocDaemon - received t1: 821552833.
TicTocDaemon - received t1: 822572829.
TicTocDaemon - received t1: 823592833.
TicTocDaemon - received t1: 824622829.
TicTocDaemon - received t1: 825642833.
TicTocDaemon - received t1: 826672829.
TicTocDaemon - received t1: 827692833.
TicTocDaemon ---------------- timeRequested: 929447859-------------------.
TicTocDaemon - received t1: 828722963.
TicTocDaemon - received t1: 829742833.
TicTocDaemon - received t1: 830762829.
TicTocDaemon - received t1: 831792833.
TicTocDaemon - received t1: 832812829.
TicTocDaemon - received t1: 833862833.
TicTocDaemon - received t1: 835062829.
TicTocDaemon - received t1: 836092833.
TicTocDaemon - received t1: 837112829.
TicTocDaemon ---------------- timeRequested: 939456498-------------------.
TicTocDaemon - received t1: 838142833.
TicTocDaemon - received t1: 839362963.
TicTocDaemon - received t1: 840392833.
TicTocDaemon - received t1: 841412829.
TicTocDaemon - received t1: 842442833.
TicTocDaemon - received t1: 843462829.
TicTocDaemon - received t1: 844482833.
TicTocDaemon - received t1: 845512829.
TicTocDaemon - received t1: 846532833.
TicTocDaemon - received t1: 847562829.
TicTocDaemon ---------------- timeRequested: 949465136-------------------.
TicTocDaemon - received t1: 848582971.
TicTocDaemon - received t1: 849602829.
TicTocDaemon - received t1: 850632833.
TicTocDaemon - received t1: 851652829.
TicTocDaemon - received t1: 852682833.
TicTocDaemon - received t1: 853698369.
TicTocDaemon - received t1: 854932833.
TicTocDaemon - received t1: 855962829.
TicTocDaemon - received t1: 856982833.
TicTocDaemon - received t1: 858002829.
TicTocDaemon ---------------- timeRequested: 959473770-------------------.
TicTocDaemon - received t1: 859023003.
TicTocDaemon - received t1: 860152829.
TicTocDaemon - received t1: 861182833.
TicTocDaemon - received t1: 862202829.
TicTocDaemon - received t1: 863222833.
TicTocDaemon - received t1: 864252829.
TicTocDaemon - received t1: 865272833.
TicTocDaemon - received t1: 866302829.
TicTocDaemon - received t1: 867322833.
TicTocDaemon ---------------- timeRequested: 969482411-------------------.
TicTocDaemon - received t1: 868352967.
TicTocDaemon - received t1: 869372833.
TicTocDaemon - received t1: 870392829.
TicTocDaemon - received t1: 871422833.
TicTocDaemon - received t1: 872442829.
TicTocDaemon - received t1: 873462833.
TicTocDaemon - received t1: 874492829.
TicTocDaemon - received t1: 875512833.
TicTocDaemon - received t1: 876542829.
TicTocDaemon - received t1: 877562833.
TicTocDaemon ---------------- timeRequested: 979491051-------------------.
TicTocDaemon - received t1: 878582963.
TicTocDaemon - received t1: 879612833.
TicTocDaemon - received t1: 880632829.
TicTocDaemon - received t1: 881662833.
TicTocDaemon - received t1: 882682829.
TicTocDaemon - received t1: 883702833.
TicTocDaemon - received t1: 884732829.
TicTocDaemon - received t1: 885752833.
TicTocDaemon - received t1: 886782829.
TicTocDaemon - received t1: 887802833.
TicTocDaemon ---------------- timeRequested: 989499686-------------------.
TicTocDaemon - received t1: 888922967.
TicTocDaemon - received t1: 889952833.
TicTocDaemon - received t1: 890972829.
TicTocDaemon - received t1: 892002833.
TicTocDaemon - received t1: 893022829.
TicTocDaemon - received t1: 894052833.
TicTocDaemon - received t1: 895072829.
TicTocDaemon - received t1: 896092833.
TicTocDaemon - received t1: 897122829.
TicTocDaemon - received t1: 898142833.
TicTocDaemon ---------------- timeRequested: 999508331-------------------.
TicTocDaemon - received t1: 899172963.
TicTocDaemon - received t1: 900192833.
TicTocDaemon - received t1: 901212829.
TicTocDaemon - received t1: 902242833.
TicTocDaemon - received t1: 903262829.
TicTocDaemon - received t1: 904292833.
TicTocDaemon - received t1: 905312829.
TicTocDaemon - received t1: 906332833.
TicTocDaemon - received t1: 907362829.
TicTocDaemon ---------------- timeRequested: 1009516976-------------------.
TicTocDaemon - received t1: 908382972.
TicTocDaemon - received t1: 909412829.
TicTocDaemon - received t1: 910432833.
TicTocDaemon - received t1: 911462829.
TicTocDaemon - received t1: 912482833.
TicTocDaemon - received t1: 913502829.
TicTocDaemon - received t1: 914532833.
TicTocDaemon - received t1: 915552829.
TicTocDaemon - received t1: 916582833.
TicTocDaemon - received t1: 917602829.
TicTocDaemon ---------------- timeRequested: 1019525613-------------------.
TicTocDaemon - received t1: 918622968.
TicTocDaemon - received t1: 919652829.
TicTocDaemon - received t1: 920672833.
TicTocDaemon - received t1: 921702829.
TicTocDaemon - received t1: 922722833.
TicTocDaemon - received t1: 923742829.
TicTocDaemon - received t1: 924772833.
TicTocDaemon - received t1: 925792829.
TicTocDaemon - received t1: 926812833.
TicTocDaemon - received t1: 927852829.
TicTocDaemon ---------------- timeRequested: 1029534254-------------------.
TicTocDaemon - received t1: 928862968.
TicTocDaemon - received t1: 929892829.
TicTocDaemon - received t1: 930912833.
TicTocDaemon - received t1: 931932829.
TicTocDaemon - received t1: 932962833.
TicTocDaemon - received t1: 933982829.
TicTocDaemon - received t1: 935012833.
TicTocDaemon - received t1: 936032829.
TicTocDaemon - received t1: 937052833.
TicTocDaemon - received t1: 938082829.
TicTocDaemon ---------------- timeRequested: 1039542893-------------------.
TicTocDaemon - received t1: 939102968.
TicTocDaemon - received t1: 940132829.
TicTocDaemon - received t1: 941152833.
TicTocDaemon - received t1: 942182829.
TicTocDaemon - received t1: 943202833.
TicTocDaemon - received t1: 944222829.
TicTocDaemon - received t1: 945252833.
TicTocDaemon - received t1: 946272829.
TicTocDaemon - received t1: 947302833.
TicTocDaemon ---------------- timeRequested: 1049551536-------------------.
TicTocDaemon - received t1: 948322968.
TicTocDaemon - received t1: 949342833.
TicTocDaemon - received t1: 950372829.
TicTocDaemon - received t1: 951392833.
TicTocDaemon - received t1: 952422829.
TicTocDaemon - received t1: 953442833.
TicTocDaemon - received t1: 954462829.
TicTocDaemon - received t1: 955492833.
TicTocDaemon - received t1: 956522829.
TicTocDaemon - received t1: 957542833.
TicTocDaemon ---------------- timeRequested: 1059560181-------------------.
TicTocDaemon - received t1: 958562964.
TicTocDaemon - received t1: 959592833.
TicTocDaemon - received t1: 960612829.
TicTocDaemon - received t1: 961642833.
TicTocDaemon - received t1: 962662829.
TicTocDaemon - received t1: 963682833.
TicTocDaemon - received t1: 964702829.
TicTocDaemon - received t1: 965732833.
TicTocDaemon - received t1: 966752829.
TicTocDaemon - received t1: 967772833.
TicTocDaemon ---------------- timeRequested: 1069568817-------------------.
TicTocDaemon - received t1: 968802964.
TicTocDaemon - received t1: 969822833.
TicTocDaemon - received t1: 970852829.
TicTocDaemon - received t1: 971872833.
TicTocDaemon - received t1: 972902829.
TicTocDaemon - received t1: 973922833.
TicTocDaemon - received t1: 974942829.
TicTocDaemon - received t1: 975972833.
TicTocDaemon - received t1: 976992829.
TicTocDaemon - received t1: 978022833.
TicTocDaemon ---------------- timeRequested: 1079577452-------------------.
TicTocDaemon - received t1: 979042996.
TicTocDaemon - received t1: 980062833.
TicTocDaemon - received t1: 981092829.
TicTocDaemon - received t1: 982112833.
TicTocDaemon - received t1: 983142829.
TicTocDaemon - received t1: 984162833.
TicTocDaemon - received t1: 985182829.
TicTocDaemon - received t1: 986212833.
TicTocDaemon - received t1: 987232829.
TicTocDaemon - received t1: 988262833.
TicTocDaemon ---------------- timeRequested: 1089586087-------------------.
TicTocDaemon - received t1: 989282964.
TicTocDaemon - received t1: 990302833.
TicTocDaemon - received t1: 991332829.
TicTocDaemon - received t1: 992362833.
TicTocDaemon - received t1: 993382829.
TicTocDaemon - received t1: 994402833.
TicTocDaemon - received t1: 995422829.
TicTocDaemon - received t1: 996452833.
TicTocDaemon - received t1: 997472829.
TicTocDaemon ---------------- timeRequested: 1099594730-------------------.
TicTocDaemon - received t1: 998502972.
TicTocDaemon - received t1: 999522829.
TicTocDaemon - received t1: 1000542833.
TicTocDaemon - received t1: 1001572829.
TicTocDaemon - received t1: 1002592833.
TicTocDaemon - received t1: 1003622829.
TicTocDaemon - received t1: 1004842833.
TicTocDaemon - received t1: 1005872829.
TicTocDaemon - received t1: 1006892833.
TicTocDaemon - received t1: 1007942829.
TicTocDaemon ---------------- timeRequested: 1109603373-------------------.
TicTocDaemon - received t1: 1009142970.
TicTocDaemon - received t1: 1010172829.
TicTocDaemon - received t1: 1011202833.
TicTocDaemon - received t1: 1012222829.
TicTocDaemon - received t1: 1013242833.
TicTocDaemon - received t1: 1014272829.
TicTocDaemon - received t1: 1015292833.
TicTocDaemon - received t1: 1016312829.
TicTocDaemon - received t1: 1017342833.
TicTocDaemon ---------------- timeRequested: 1119612010-------------------.
TicTocDaemon - received t1: 1018372970.
TicTocDaemon - received t1: 1019392833.
TicTocDaemon - received t1: 1020412829.
TicTocDaemon - received t1: 1021432833.
TicTocDaemon - received t1: 1022462829.
TicTocDaemon - received t1: 1023482833.
TicTocDaemon - received t1: 1024512829.
TicTocDaemon - received t1: 1025532833.
TicTocDaemon - received t1: 1026552829.
TicTocDaemon - received t1: 1027582833.
TicTocDaemon ---------------- timeRequested: 1129620656-------------------.
TicTocDaemon - received t1: 1028602966.
TicTocDaemon - received t1: 1029632833.
TicTocDaemon - received t1: 1030652829.
TicTocDaemon - received t1: 1031672833.
TicTocDaemon - received t1: 1032702829.
TicTocDaemon - received t1: 1033722833.
TicTocDaemon - received t1: 1034752829.
TicTocDaemon - received t1: 1035772833.
TicTocDaemon - received t1: 1036792829.
TicTocDaemon - received t1: 1037822833.
TicTocDaemon ---------------- timeRequested: 1139629301-------------------.
TicTocDaemon - received t1: 1038842966.
TicTocDaemon - received t1: 1039852833.
TicTocDaemon - received t1: 1040892829.
TicTocDaemon - received t1: 1041912833.
TicTocDaemon - received t1: 1042942829.
TicTocDaemon - received t1: 1043962833.
TicTocDaemon - received t1: 1044992829.
TicTocDaemon - received t1: 1046012833.
TicTocDaemon - received t1: 1047042829.
TicTocDaemon - received t1: 1048062833.
TicTocDaemon ---------------- timeRequested: 1149637947-------------------.
TicTocDaemon - received t1: 1049082966.
TicTocDaemon - received t1: 1050112833.
TicTocDaemon - received t1: 1051132829.
TicTocDaemon - received t1: 1052232833.
TicTocDaemon - received t1: 1053292829.
TicTocDaemon - received t1: 1054312833.
TicTocDaemon - received t1: 1055332829.
TicTocDaemon - received t1: 1056352833.
TicTocDaemon - received t1: 1057382829.
TicTocDaemon ---------------- timeRequested: 1159646591-------------------.
TicTocDaemon - received t1: 1058402974.
TicTocDaemon - received t1: 1059422829.
TicTocDaemon - received t1: 1060462833.
TicTocDaemon - received t1: 1061472829.
TicTocDaemon - received t1: 1062502833.
TicTocDaemon - received t1: 1063522829.
TicTocDaemon - received t1: 1064572833.
TicTocDaemon - received t1: 1065772829.
TicTocDaemon - received t1: 1066802833.
TicTocDaemon - received t1: 1067822829.
TicTocDaemon ---------------- timeRequested: 1169655238-------------------.
TicTocDaemon - received t1: 1068852970.
TicTocDaemon - received t1: 1069872829.
TicTocDaemon - received t1: 1070892833.
TicTocDaemon - received t1: 1071922829.
TicTocDaemon - received t1: 1072942833.
TicTocDaemon - received t1: 1073972829.
TicTocDaemon - received t1: 1074992833.
TicTocDaemon - received t1: 1076012829.
TicTocDaemon - received t1: 1077042833.
TicTocDaemon - received t1: 1078062829.
TicTocDaemon ---------------- timeRequested: 1179663880-------------------.
TicTocDaemon - received t1: 1079092970.
TicTocDaemon - received t1: 1080112829.
TicTocDaemon - received t1: 1081132833.
TicTocDaemon - received t1: 1082242829.
TicTocDaemon - received t1: 1083282833.
TicTocDaemon - received t1: 1084312829.
TicTocDaemon - received t1: 1085332833.
TicTocDaemon - received t1: 1086362829.
TicTocDaemon - received t1: 1087382833.
TicTocDaemon ---------------- timeRequested: 1189672527-------------------.
TicTocDaemon - received t1: 1088412970.
TicTocDaemon - received t1: 1089432833.
TicTocDaemon - received t1: 1090452829.
TicTocDaemon - received t1: 1091482833.
TicTocDaemon - received t1: 1092502829.
TicTocDaemon - received t1: 1093522833.
TicTocDaemon - received t1: 1094552829.
TicTocDaemon - received t1: 1095572833.
TicTocDaemon - received t1: 1096602829.
TicTocDaemon - received t1: 1097622833.
TicTocDaemon ---------------- timeRequested: 1199681176-------------------.
TicTocDaemon - received t1: 1098642966.
TicTocDaemon - received t1: 1099672833.
TicTocDaemon - received t1: 1100692829.
TicTocDaemon - received t1: 1101722833.
TicTocDaemon - received t1: 1102742829.
TicTocDaemon - received t1: 1103772833.
TicTocDaemon - received t1: 1104792829.
TicTocDaemon - received t1: 1105812833.
TicTocDaemon - received t1: 1106842829.
TicTocDaemon - received t1: 1107862833.
TicTocDaemon ---------------- timeRequested: 1209689826-------------------.
TicTocDaemon - received t1: 1108882966.
TicTocDaemon - received t1: 1109912833.
TicTocDaemon - received t1: 1110942829.
TicTocDaemon - received t1: 1111962833.
TicTocDaemon - received t1: 1112982829.
TicTocDaemon - received t1: 1114002833.
TicTocDaemon - received t1: 1115032829.
TicTocDaemon - received t1: 1116052833.
TicTocDaemon - received t1: 1117082829.
TicTocDaemon - received t1: 1118102833.
TicTocDaemon ---------------- timeRequested: 1219698469-------------------.
TicTocDaemon - received t1: 1119132966.
TicTocDaemon - received t1: 1120152833.
TicTocDaemon - received t1: 1121172829.
TicTocDaemon - received t1: 1122202833.
TicTocDaemon - received t1: 1123222829.
TicTocDaemon - received t1: 1124242833.
TicTocDaemon - received t1: 1125272829.
TicTocDaemon - received t1: 1126292833.
TicTocDaemon - received t1: 1127322829.
TicTocDaemon ---------------- timeRequested: 1229707115-------------------.
TicTocDaemon - received t1: 1128352833.
TicTocDaemon - received t1: 1129572966.
TicTocDaemon - received t1: 1130592833.
TicTocDaemon - received t1: 1131622829.
TicTocDaemon - received t1: 1132642833.
TicTocDaemon - received t1: 1133672829.
TicTocDaemon - received t1: 1134692833.
TicTocDaemon - received t1: 1135712829.
TicTocDaemon - received t1: 1136752833.
TicTocDaemon - received t1: 1137962829.
TicTocDaemon ---------------- timeRequested: 1239715763-------------------.
TicTocDaemon - received t1: 1138992978.
TicTocDaemon - received t1: 1140022829.
TicTocDaemon - received t1: 1141042833.
TicTocDaemon - received t1: 1142062829.
TicTocDaemon - received t1: 1143092833.
TicTocDaemon - received t1: 1144112829.
TicTocDaemon - received t1: 1145132833.
TicTocDaemon - received t1: 1146162829.
TicTocDaemon - received t1: 1147182833.
TicTocDaemon - received t1: 1148212829.
TicTocDaemon ---------------- timeRequested: 1249724410-------------------.
TicTocDaemon - received t1: 1149232970.
TicTocDaemon - received t1: 1150252829.
TicTocDaemon - received t1: 1151282833.
TicTocDaemon - received t1: 1152312829.
TicTocDaemon - received t1: 1153332833.
TicTocDaemon - received t1: 1154352829.
TicTocDaemon - received t1: 1155372833.
TicTocDaemon - received t1: 1156402829.
TicTocDaemon - received t1: 1157422833.
TicTocDaemon ---------------- timeRequested: 1259733062-------------------.
TicTocDaemon - received t1: 1158452829.
TicTocDaemon - received t1: 1159473006.
TicTocDaemon - received t1: 1160492829.
TicTocDaemon - received t1: 1161522833.
TicTocDaemon - received t1: 1162542829.
TicTocDaemon - received t1: 1163572833.
TicTocDaemon - received t1: 1164592829.
TicTocDaemon - received t1: 1165612833.
TicTocDaemon - received t1: 1166642829.
TicTocDaemon - received t1: 1167662833.
TicTocDaemon ---------------- timeRequested: 1269741711-------------------.
TicTocDaemon - received t1: 1168692970.
TicTocDaemon - received t1: 1169712833.
TicTocDaemon - received t1: 1170732829.
TicTocDaemon - received t1: 1171762833.
TicTocDaemon - received t1: 1172792829.
TicTocDaemon - received t1: 1173812833.
TicTocDaemon - received t1: 1174832829.
TicTocDaemon - received t1: 1175852833.
TicTocDaemon - received t1: 1176882829.
TicTocDaemon - received t1: 1177912833.
TicTocDaemon ---------------- timeRequested: 1279750364-------------------.
TicTocDaemon - received t1: 1178932966.
TicTocDaemon - received t1: 1179952833.
TicTocDaemon - received t1: 1180982829.
TicTocDaemon - received t1: 1182002833.
TicTocDaemon - received t1: 1183022829.
TicTocDaemon - received t1: 1184052833.
TicTocDaemon - received t1: 1185072829.
TicTocDaemon - received t1: 1186102833.
TicTocDaemon - received t1: 1187122829.
TicTocDaemon ---------------- timeRequested: 1289759015-------------------.
TicTocDaemon - received t1: 1188382833.
TicTocDaemon - received t1: 1189582966.
TicTocDaemon - received t1: 1190632833.
TicTocDaemon - received t1: 1191832829.
TicTocDaemon - received t1: 1192852833.
TicTocDaemon - received t1: 1194092829.
TicTocDaemon - received t1: 1195112833.
TicTocDaemon - received t1: 1196132829.
TicTocDaemon - received t1: 1197152833.
TicTocDaemon - received t1: 1198182829.
TicTocDaemon ---------------- timeRequested: 1299767667-------------------.
TicTocDaemon - received t1: 1199202974.
TicTocDaemon - received t1: 1200232829.
TicTocDaemon - received t1: 1201252833.
TicTocDaemon - received t1: 1202362829.
TicTocDaemon - received t1: 1203402833.
TicTocDaemon - received t1: 1204432829.
TicTocDaemon - received t1: 1205452833.
TicTocDaemon - received t1: 1206472829.
TicTocDaemon - received t1: 1207502833.
TicTocDaemon ---------------- timeRequested: 1309776313-------------------.
TicTocDaemon - received t1: 1208522970.
TicTocDaemon - received t1: 1209552833.
TicTocDaemon - received t1: 1210572829.
TicTocDaemon - received t1: 1211592833.
TicTocDaemon - received t1: 1212622829.
TicTocDaemon - received t1: 1213642833.
TicTocDaemon - received t1: 1214672829.
TicTocDaemon - received t1: 1215692833.
TicTocDaemon - received t1: 1216732829.
TicTocDaemon - received t1: 1217942833.
TicTocDaemon ---------------- timeRequested: 1319784966-------------------.
TicTocDaemon - received t1: 1218973002.
TicTocDaemon - received t1: 1219992833.
TicTocDaemon - received t1: 1221012829.
TicTocDaemon - received t1: 1222042833.
TicTocDaemon - received t1: 1223062829.
TicTocDaemon - received t1: 1224092833.
TicTocDaemon - received t1: 1225112829.
TicTocDaemon - received t1: 1226152833.
TicTocDaemon - received t1: 1227362829.
TicTocDaemon - received t1: 1228402845.
TicTocDaemon ---------------- timeRequested: 1329793617-------------------.
TicTocDaemon - received t1: 1229612966.
TicTocDaemon - received t1: 1230642833.
TicTocDaemon - received t1: 1231662829.
TicTocDaemon - received t1: 1232902833.
TicTocDaemon - received t1: 1233922829.
TicTocDaemon - received t1: 1234942833.
TicTocDaemon - received t1: 1235962829.
TicTocDaemon - received t1: 1236992833.
TicTocDaemon - received t1: 1238012829.
TicTocDaemon ---------------- timeRequested: 1339802270-------------------.
TicTocDaemon - received t1: 1239042974.
TicTocDaemon - received t1: 1240062829.
TicTocDaemon - received t1: 1241082833.
TicTocDaemon - received t1: 1242112829.
TicTocDaemon - received t1: 1243132833.
TicTocDaemon - received t1: 1244162829.
TicTocDaemon - received t1: 1245182833.
TicTocDaemon - received t1: 1246202829.
TicTocDaemon - received t1: 1247232833.
TicTocDaemon - received t1: 1248262829.
TicTocDaemon ---------------- timeRequested: 1349810923-------------------.
TicTocDaemon - received t1: 1249282970.
TicTocDaemon - received t1: 1250302829.
TicTocDaemon - received t1: 1251332833.
TicTocDaemon - received t1: 1252352829.
TicTocDaemon - received t1: 1253372833.
TicTocDaemon - received t1: 1254402829.
TicTocDaemon - received t1: 1255422833.
TicTocDaemon - received t1: 1256452829.
TicTocDaemon - received t1: 1257472833.
TicTocDaemon - received t1: 1258502829.
TicTocDaemon ---------------- timeRequested: 1359819580-------------------.
TicTocDaemon - received t1: 1259522970.
TicTocDaemon - received t1: 1260542829.
TicTocDaemon - received t1: 1261572833.
TicTocDaemon - received t1: 1262812829.
TicTocDaemon - received t1: 1264022833.
TicTocDaemon - received t1: 1265052829.
TicTocDaemon - received t1: 1266272833.
TicTocDaemon - received t1: 1267302829.
TicTocDaemon - received t1: 1268342833.
TicTocDaemon ---------------- timeRequested: 1369828240-------------------.
TicTocDaemon - received t1: 1269552970.
TicTocDaemon - received t1: 1270582833.
TicTocDaemon - received t1: 1271602829.
TicTocDaemon - received t1: 1272632833.
TicTocDaemon - received t1: 1273852829.
TicTocDaemon - received t1: 1274882833.
TicTocDaemon - received t1: 1275902829.
TicTocDaemon - received t1: 1276932833.
TicTocDaemon - received t1: 1277952829.
TicTocDaemon ---------------- timeRequested: 1379836893-------------------.
TicTocDaemon - received t1: 1278983010.
TicTocDaemon - received t1: 1280002829.
TicTocDaemon - received t1: 1281022833.
TicTocDaemon - received t1: 1282052829.
TicTocDaemon - received t1: 1283072833.
TicTocDaemon - received t1: 1284092829.
TicTocDaemon - received t1: 1285122833.
TicTocDaemon - received t1: 1286142829.
TicTocDaemon - received t1: 1287172833.
TicTocDaemon - received t1: 1288192829.
TicTocDaemon ---------------- timeRequested: 1389845549-------------------.
TicTocDaemon - received t1: 1289222970.
TicTocDaemon - received t1: 1290242829.
TicTocDaemon - received t1: 1291262833.
TicTocDaemon - received t1: 1292362829.
TicTocDaemon - received t1: 1293532833.
TicTocDaemon - received t1: 1294742829.
TicTocDaemon - received t1: 1295772833.
TicTocDaemon - received t1: 1296792829.
TicTocDaemon - received t1: 1297822833.
TicTocDaemon ---------------- timeRequested: 1399854201-------------------.
TicTocDaemon - received t1: 1298862970.
TicTocDaemon - received t1: 1300072833.
TicTocDaemon - received t1: 1301092829.
TicTocDaemon - received t1: 1302122833.
TicTocDaemon - received t1: 1303142829.
TicTocDaemon - received t1: 1304172833.
TicTocDaemon - received t1: 1305192829.
TicTocDaemon - received t1: 1306212833.
TicTocDaemon - received t1: 1307242829.
TicTocDaemon - received t1: 1308262833.
TicTocDaemon ---------------- timeRequested: 1409862854-------------------.
TicTocDaemon - received t1: 1309282966.
TicTocDaemon - received t1: 1310312833.
TicTocDaemon - received t1: 1311452829.
TicTocDaemon - received t1: 1312662833.
TicTocDaemon - received t1: 1313692829.
TicTocDaemon - received t1: 1314712833.
TicTocDaemon - received t1: 1315742829.
TicTocDaemon - received t1: 1316762833.
TicTocDaemon - received t1: 1317782829.
TicTocDaemon ---------------- timeRequested: 1419871507-------------------.
TicTocDaemon - received t1: 1318812974.
TicTocDaemon - received t1: 1319832829.
TicTocDaemon - received t1: 1320862833.
TicTocDaemon - received t1: 1321882829.
TicTocDaemon - received t1: 1322902833.
TicTocDaemon - received t1: 1323932829.
TicTocDaemon - received t1: 1324952833.
TicTocDaemon - received t1: 1325982829.
TicTocDaemon - received t1: 1327002833.
TicTocDaemon - received t1: 1328022829.
TicTocDaemon ---------------- timeRequested: 1429880161-------------------.
TicTocDaemon - received t1: 1329052970.
TicTocDaemon - received t1: 1330072829.
TicTocDaemon - received t1: 1331102833.
TicTocDaemon - received t1: 1332122829.
TicTocDaemon - received t1: 1333142833.
TicTocDaemon - received t1: 1334172829.
TicTocDaemon - received t1: 1335192833.
TicTocDaemon - received t1: 1336222829.
